customer_id,city,region,customer_segment,join_date,risk_band
C000136,Edinburgh,Scotland,Student,2024-10-07,Low
C000137,Bristol,South West,Business,2018-12-23,Low
C000138,London,South,Mass,2022-03-31,Low
C000139,Birmingham,Midlands,Affluent,2018-12-20,Medium
C000140,London,South,Mass,2019-02-23,Low
C000141,Edinburgh,Scotland,Mass,2025-08-19,High
C000142,Birmingham,Midlands,Mass,2024-12-08,Low
C000143,Liverpool,North West,Affluent,2019-01-28,Low
C000144,London,South,Mass,2022-04-06,Low
C000145,Birmingham,Midlands,Mass,2020-01-15,Low
C000146,Bristol,South West,Student,2018-10-05,Low
C000147,Edinburgh,Scotland,Student,2019-10-26,Medium
C000148,London,South,Mass,2024-08-17,High
C000149,Edinburgh,Scotland,Mass,2020-05-20,Medium
C000150,Liverpool,North West,Business,2019-11-28,Low
C000151,Birmingham,Midlands,Mass,2020-05-21,Medium
C000152,Glasgow,Scotland,Mass,2020-03-04,Medium
C000153,Bristol,South West,Mass,2021-12-23,Low
C000154,Bristol,South West,Mass,2020-01-02,Low
C000155,Birmingham,Midlands,Student,2024-12-29,Low
C000156,Liverpool,North West,Mass,2023-01-12,Medium
C000157,Edinburgh,Scotland,Student,2023-08-28,Low
C000158,Leeds,North,Business,2024-04-01,Low
C000159,Bristol,South West,Business,2020-11-12,Low
C000160,Birmingham,Midlands,Mass,2018-06-19,Low
C000161,London,South,Mass,2022-07-13,Low
C000162,Edinburgh,Scotland,Affluent,2023-06-30,Low
C000163,Manchester,North,Mass,2022-09-14,Low
C000164,Birmingham,Midlands,Business,2018-08-31,Low
C000165,Manchester,North,Student,2018-03-07,Low
C000166,Birmingham,Midlands,Affluent,2023-10-19,Low
C000167,Leeds,North,Mass,2023-05-10,Low
C000168,Edinburgh,Scotland,Mass,2022-08-16,High
C000169,Edinburgh,Scotland,Mass,2024-09-03,Low
C000170,Liverpool,North West,Affluent,2022-04-10,Low
C000171,Liverpool,North West,Mass,2021-09-28,Medium
C000172,Bristol,South West,Mass,2020-08-27,Medium
C000173,Edinburgh,Scotland,Mass,2022-11-17,Low
C000174,London,South,Mass,2019-01-26,Low
C000175,Leeds,North,Mass,2024-05-30,Medium
C000176,Bristol,South West,Mass,2021-09-26,Medium
C000177,Glasgow,Scotland,Business,2019-02-27,Medium
C000178,Edinburgh,Scotland,Business,2022-07-05,Low
C000179,London,South,Student,2022-12-16,Low
C000180,Liverpool,North West,Mass,2022-05-27,Medium
C000181,Liverpool,North West,Business,2020-01-06,Medium
C000182,Edinburgh,Scotland,Student,2020-12-12,Low
C000183,Edinburgh,Scotland,Mass,2021-09-04,Low
C000184,Manchester,North,Student,2025-06-02,Low
C000185,Edinburgh,Scotland,Mass,2020-08-16,Low
C000186,Birmingham,Midlands,Student,2018-03-02,Medium
C000187,London,South,Mass,2021-01-15,Low
C000188,Edinburgh,Scotland,Mass,2022-02-11,Low
C000189,Liverpool,North West,Mass,2025-02-11,Low
C000190,Birmingham,Midlands,Student,2021-11-24,Low
C000191,Manchester,North,Affluent,2021-02-11,Low
C000192,Glasgow,Scotland,Mass,2021-10-29,Low
C000193,London,South,Business,2018-04-13,Low
C000194,Edinburgh,Scotland,Business,2020-07-02,Low
C000195,Birmingham,Midlands,Business,2025-06-30,Medium
C000196,Leeds,North,Student,2021-02-02,High
C000197,Birmingham,Midlands,Affluent,2023-07-05,Low
C000198,Edinburgh,Scotland,Mass,2023-04-19,Low
C000199,Manchester,North,Mass,2025-08-02,Low
C000200,Leeds,North,Affluent,2021-02-18,Low
C000201,Manchester,North,Mass,2020-11-07,Low
C000202,Glasgow,Scotland,Mass,2021-12-01,Low
C000203,London,South,Affluent,2021-01-06,Low
C000204,Edinburgh,Scotland,Mass,2023-10-04,Low
C000205,Liverpool,North West,Mass,2018-06-06,High
C000206,Edinburgh,Scotland,Student,2024-02-08,Medium
C000207,Birmingham,Midlands,Mass,2022-09-08,High
C000208,Liverpool,North West,Student,2022-01-25,Low
C000209,Edinburgh,Scotland,Mass,2025-01-23,Medium
C000210,Leeds,North,Mass,2020-02-28,Medium
C000211,Leeds,North,Affluent,2021-11-07,Low
C000212,London,South,Affluent,2022-10-13,Low
C000213,Bristol,South West,Student,2022-01-02,Low
C000214,Birmingham,Midlands,Affluent,2019-10-16,Low
C000215,Bristol,South West,Mass,2019-03-04,Low
C000216,Glasgow,Scotland,Business,2020-12-06,Medium
C000217,Leeds,North,Affluent,2020-02-04,Medium
C000218,Manchester,North,Affluent,2019-09-20,Low
C000219,Manchester,North,Mass,2020-08-09,Low
C000220,Glasgow,Scotland,Mass,2018-10-26,Low
C000221,Bristol,South West,Mass,2024-09-25,Low
C000222,Edinburgh,Scotland,Mass,2019-03-02,Low
C000223,Glasgow,Scotland,Student,2023-11-20,Low
C000224,Leeds,North,Mass,2019-11-21,Low
C000225,Bristol,South West,Mass,2022-06-26,Medium
C000226,Glasgow,Scotland,Mass,2018-08-21,Low
C000227,London,South,Student,2019-01-31,High
C000228,Leeds,North,Mass,2025-02-27,Low
C000229,Liverpool,North West,Mass,2018-02-16,Medium
C000230,Glasgow,Scotland,Mass,2025-03-21,Low
C000231,Glasgow,Scotland,Student,2025-04-27,Low
C000232,Liverpool,North West,Mass,2018-02-13,Medium
C000233,Liverpool,North West,Student,2021-07-17,Low
C000234,Birmingham,Midlands,Mass,2024-11-15,Low
C000235,London,South,Mass,2024-10-24,Low
C000236,Birmingham,Midlands,Affluent,2024-03-04,Medium
C000237,Manchester,North,Mass,2025-03-17,Low
C000238,Edinburgh,Scotland,Mass,2020-06-17,Low
C000239,Liverpool,North West,Mass,2024-11-08,Low
C000240,Edinburgh,Scotland,Mass,2024-05-16,Low
C000241,Birmingham,Midlands,Student,2024-05-19,Low
C000242,Bristol,South West,Mass,2019-05-13,Low
C000243,Glasgow,Scotland,Mass,2020-08-07,Low
C000244,Glasgow,Scotland,Student,2021-04-26,Low
C000245,Glasgow,Scotland,Mass,2018-11-18,Low
C000246,Edinburgh,Scotland,Mass,2021-05-01,Low
C000247,Liverpool,North West,Mass,2021-10-13,Low
C000248,Leeds,North,Mass,2018-09-25,High
C000249,Edinburgh,Scotland,Mass,2019-06-12,Low
C000250,London,South,Student,2020-05-07,Low
C000251,Leeds,North,Mass,2020-09-16,Low
C000252,Bristol,South West,Mass,2023-02-05,Low
C000253,London,South,Mass,2024-12-21,Low
C000254,Bristol,South West,Mass,2019-06-11,Medium
C000255,Manchester,North,Mass,2021-10-01,Low
C000256,Birmingham,Midlands,Mass,2024-04-17,Low
C000257,Manchester,North,Business,2018-10-02,Low
C000258,Liverpool,North West,Mass,2018-01-29,Medium
C000259,Manchester,North,Mass,2020-03-04,Low
C000260,Liverpool,North West,Mass,2021-11-10,High
C000261,Manchester,North,Mass,2022-03-29,Medium
C000262,Bristol,South West,Affluent,2025-08-29,Low
C000263,Leeds,North,Mass,2022-06-17,Low
C000264,Bristol,South West,Mass,2020-03-14,Low
C000265,Glasgow,Scotland,Mass,2022-08-05,Low
C000266,Leeds,North,Student,2024-04-29,Low
C000267,Birmingham,Midlands,Mass,2021-03-27,High
C000268,Manchester,North,Affluent,2024-10-15,Low
C000269,Liverpool,North West,Affluent,2018-11-13,Medium
C000270,Edinburgh,Scotland,Mass,2019-03-25,Medium
C000271,Liverpool,North West,Affluent,2018-04-16,Medium
C000272,Bristol,South West,Mass,2024-09-07,Low
C000273,Birmingham,Midlands,Mass,2022-04-18,Medium
C000274,London,South,Mass,2023-10-03,Low
C000275,London,South,Affluent,2022-06-22,Low
C000276,Glasgow,Scotland,Student,2020-04-14,Low
C000277,Birmingham,Midlands,Mass,2025-07-16,Low
C000278,Glasgow,Scotland,Mass,2021-12-26,Low
C000279,Edinburgh,Scotland,Mass,2019-08-01,Medium
C000280,London,South,Affluent,2023-05-23,Low
C000281,London,South,Mass,2022-02-09,Low
C000282,Glasgow,Scotland,Mass,2025-08-26,Low
C000283,Bristol,South West,Mass,2018-09-14,Low
C000284,Birmingham,Midlands,Mass,2024-07-23,Low
C000285,Glasgow,Scotland,Mass,2025-01-10,Low
C000286,London,South,Mass,2020-03-18,Low
C000287,Leeds,North,Business,2024-05-17,Medium
C000288,Edinburgh,Scotland,Affluent,2021-12-22,Medium
C000289,London,South,Mass,2023-06-11,Low
C000290,Leeds,North,Mass,2020-08-08,Low
C000291,Edinburgh,Scotland,Mass,2024-02-09,Medium
C000292,Edinburgh,Scotland,Mass,2023-12-18,Low
C000293,London,South,Mass,2023-08-23,Low
C000294,Glasgow,Scotland,Mass,2022-03-29,Low
C000295,Liverpool,North West,Mass,2025-03-07,Low
C000296,Edinburgh,Scotland,Affluent,2023-02-10,Low
C000297,London,South,Mass,2018-05-11,Low
C000298,London,South,Affluent,2024-08-03,Low
C000299,Birmingham,Midlands,Affluent,2021-05-01,Low
C000300,Edinburgh,Scotland,Mass,2021-09-03,Low
C000301,Liverpool,North West,Affluent,2021-05-21,Low
C000302,London,South,Mass,2021-07-31,Low
C000303,Liverpool,North West,Mass,2018-09-29,Low
C000304,London,South,Mass,2019-01-17,High
C000305,Birmingham,Midlands,Affluent,2019-10-22,Low
C000306,Edinburgh,Scotland,Mass,2022-10-28,Low
C000307,London,South,Mass,2024-09-09,Low
C000308,Edinburgh,Scotland,Student,2019-07-09,Low
C000309,Leeds,North,Mass,2019-06-15,Low
C000310,London,South,Mass,2023-05-12,Low
C000311,London,South,Business,2021-12-08,Medium
C000312,Glasgow,Scotland,Affluent,2018-01-02,Low
C000313,Birmingham,Midlands,Student,2025-01-09,Medium
C000314,Birmingham,Midlands,Mass,2025-05-07,Low
C000315,Birmingham,Midlands,Mass,2024-08-21,Medium
C000316,Birmingham,Midlands,Mass,2020-03-09,Medium
C000317,Manchester,North,Student,2022-01-10,Low
C000318,Birmingham,Midlands,Affluent,2019-12-05,Medium
C000319,Bristol,South West,Mass,2024-04-25,Low
C000320,Manchester,North,Affluent,2019-12-20,Low
C000321,London,South,Mass,2025-08-30,Medium
C000322,London,South,Mass,2019-07-22,Low
C000323,Liverpool,North West,Affluent,2025-03-20,Low
C000324,Bristol,South West,Mass,2019-04-14,Low
C000325,Leeds,North,Affluent,2023-02-03,Low
C000326,Leeds,North,Mass,2023-01-14,Low
C000327,Leeds,North,Student,2020-11-17,Low
C000328,Liverpool,North West,Mass,2025-05-19,Low
C000329,Glasgow,Scotland,Mass,2022-11-22,Medium
C000330,London,South,Affluent,2024-09-16,Low
C000331,Birmingham,Midlands,Mass,2022-11-09,Low
C000332,Bristol,South West,Mass,2022-02-07,Low
C000333,Glasgow,Scotland,Mass,2022-03-20,Low
C000334,Leeds,North,Mass,2019-08-31,Low
C000335,Edinburgh,Scotland,Affluent,2021-11-06,Low
C000336,Liverpool,North West,Mass,2024-08-19,Low
C000337,Edinburgh,Scotland,Affluent,2019-02-01,High
C000338,Glasgow,Scotland,Affluent,2018-01-23,Low
C000339,Liverpool,North West,Affluent,2025-04-09,High
C000340,Birmingham,Midlands,Affluent,2022-06-16,Medium
C000341,Manchester,North,Mass,2025-01-29,Low
C000342,Liverpool,North West,Mass,2024-09-28,Medium
C000343,London,South,Mass,2019-01-26,Medium
C000344,Edinburgh,Scotland,Student,2018-03-03,Low
C000345,Leeds,North,Mass,2023-03-05,Low
C000346,Bristol,South West,Student,2018-11-03,High
C000347,Liverpool,North West,Student,2023-01-09,Low
C000348,Liverpool,North West,Mass,2024-09-12,Medium
C000349,Bristol,South West,Affluent,2024-01-19,Medium
C000350,Bristol,South West,Mass,2024-01-27,Low
C000351,Edinburgh,Scotland,Mass,2025-04-16,Low
C000352,Bristol,South West,Mass,2019-10-17,Low
C000353,Liverpool,North West,Mass,2025-08-17,High
C000354,Birmingham,Midlands,Mass,2019-06-13,Low
C000355,Bristol,South West,Mass,2024-01-09,Low
C000356,Manchester,North,Mass,2020-09-16,Medium
C000357,Liverpool,North West,Affluent,2025-03-23,Low
C000358,Birmingham,Midlands,Mass,2023-10-24,Medium
C000359,London,South,Mass,2021-02-21,Low
C000360,Birmingham,Midlands,Affluent,2022-01-11,Low
C000361,Manchester,North,Student,2024-10-25,Medium
C000362,Manchester,North,Business,2022-11-07,Medium
C000363,Edinburgh,Scotland,Student,2019-08-03,Low
C000364,Birmingham,Midlands,Mass,2021-01-11,Low
C000365,Birmingham,Midlands,Mass,2018-01-26,Low
C000366,Bristol,South West,Mass,2018-12-24,Low
C000367,Glasgow,Scotland,Mass,2023-10-10,Medium
C000368,Manchester,North,Mass,2019-07-01,Low
C000369,Manchester,North,Affluent,2022-09-14,Low
C000370,London,South,Business,2025-01-17,Low
C000371,Liverpool,North West,Mass,2025-05-14,Low
C000372,Birmingham,Midlands,Business,2023-08-25,Low
C000373,London,South,Affluent,2018-10-10,Low
C000374,Manchester,North,Mass,2018-04-07,Medium
C000375,Liverpool,North West,Mass,2021-04-14,Medium
C000376,Liverpool,North West,Mass,2023-03-23,Low
C000377,Liverpool,North West,Mass,2021-09-08,Low
C000378,Manchester,North,Mass,2022-10-22,Medium
C000379,Birmingham,Midlands,Business,2020-04-05,Medium
C000380,London,South,Mass,2020-05-20,Medium
C000381,Edinburgh,Scotland,Mass,2020-04-16,Medium
C000382,Glasgow,Scotland,Mass,2022-11-12,Low
C000383,Manchester,North,Mass,2023-11-02,Medium
C000384,Edinburgh,Scotland,Mass,2025-06-06,Low
C000385,Glasgow,Scotland,Mass,2018-01-18,High
C000386,Bristol,South West,Mass,2022-08-10,Low
C000387,Edinburgh,Scotland,Mass,2020-07-12,Low
C000388,Manchester,North,Affluent,2023-09-04,Low
C000389,Birmingham,Midlands,Mass,2023-12-13,Medium
C000390,Glasgow,Scotland,Mass,2024-06-16,Low
C000391,Birmingham,Midlands,Mass,2018-10-22,Low
C000392,Manchester,North,Mass,2019-12-02,Medium
C000393,Liverpool,North West,Mass,2019-05-11,Low
C000394,Edinburgh,Scotland,Business,2023-10-19,Low
C000395,Liverpool,North West,Mass,2025-01-26,Medium
C000396,Bristol,South West,Affluent,2021-11-26,Low
C000397,Birmingham,Midlands,Mass,2022-09-05,Low
C000398,Manchester,North,Mass,2019-12-31,Low
C000399,Manchester,North,Mass,2021-11-24,Low
C000400,Glasgow,Scotland,Mass,2018-07-04,Medium
C000401,Liverpool,North West,Mass,2025-04-17,Low
C000402,London,South,Affluent,2018-03-04,Low
C000403,London,South,Mass,2022-05-15,Low
C000404,Leeds,North,Mass,2022-07-12,Medium
C000405,Leeds,North,Mass,2024-09-17,Low
C000406,Manchester,North,Mass,2018-12-06,Low
C000407,Birmingham,Midlands,Mass,2019-01-10,High
C000408,Liverpool,North West,Business,2021-12-20,Medium
C000409,Leeds,North,Business,2024-02-11,Low
C000410,Bristol,South West,Affluent,2024-03-22,Medium
C000411,Birmingham,Midlands,Affluent,2020-06-17,Low
C000412,Manchester,North,Mass,2020-08-23,Low
C000413,Edinburgh,Scotland,Mass,2022-10-31,Low
C000414,Glasgow,Scotland,Mass,2019-12-12,Low
C000415,London,South,Mass,2025-01-27,Medium
C000416,Liverpool,North West,Affluent,2021-11-03,Low
C000417,Edinburgh,Scotland,Mass,2024-02-10,Medium
C000418,Bristol,South West,Mass,2022-12-06,Low
C000419,Glasgow,Scotland,Mass,2025-08-16,Medium
C000420,Manchester,North,Mass,2023-01-15,Low
C000421,Liverpool,North West,Mass,2020-04-25,Low
C000422,Glasgow,Scotland,Affluent,2020-11-03,Low
C000423,Bristol,South West,Affluent,2023-06-07,Low
C000424,Glasgow,Scotland,Affluent,2019-12-02,Low
C000425,London,South,Mass,2020-05-03,Low
C000426,Glasgow,Scotland,Mass,2021-02-10,Low
C000427,Manchester,North,Mass,2021-07-05,Low
C000428,Leeds,North,Mass,2025-04-24,Low
C000429,Leeds,North,Student,2022-01-13,Low
C000430,Edinburgh,Scotland,Mass,2024-04-23,Low
C000431,Manchester,North,Mass,2024-04-28,Medium
C000432,Manchester,North,Affluent,2020-12-06,Low
C000433,Glasgow,Scotland,Mass,2020-11-09,Low
C000434,Liverpool,North West,Student,2024-10-11,Low
C000435,Birmingham,Midlands,Business,2020-09-18,Low
C000436,London,South,Mass,2021-01-19,Low
C000437,Birmingham,Midlands,Mass,2021-05-18,Low
C000438,Leeds,North,Affluent,2024-08-07,Low
C000439,Manchester,North,Business,2025-04-03,Low
C000440,Leeds,North,Affluent,2022-12-25,Medium
C000441,Birmingham,Midlands,Affluent,2020-10-01,Low
C000442,Bristol,South West,Mass,2018-03-22,Low
C000443,Birmingham,Midlands,Affluent,2021-02-20,Low
C000444,Liverpool,North West,Mass,2024-09-01,Low
C000445,London,South,Mass,2022-02-23,Low
C000446,London,South,Student,2018-04-14,Low
C000447,Glasgow,Scotland,Mass,2024-10-12,Low
C000448,Bristol,South West,Mass,2022-08-18,Medium
C000449,Manchester,North,Affluent,2022-04-09,Medium
C000450,Leeds,North,Mass,2024-02-27,Low
C000451,Bristol,South West,Affluent,2020-01-09,Low
C000452,Liverpool,North West,Mass,2024-08-22,Low
C000453,Liverpool,North West,Affluent,2024-04-03,Low
C000454,Leeds,North,Business,2022-10-27,Low
C000455,London,South,Mass,2018-12-04,Low
C000456,Liverpool,North West,Mass,2022-09-21,Low
C000457,Bristol,South West,Mass,2021-04-16,High
C000458,Glasgow,Scotland,Mass,2024-06-01,Low
C000459,Birmingham,Midlands,Business,2018-04-08,Low
C000460,Glasgow,Scotland,Affluent,2020-09-24,Low
C000461,Manchester,North,Mass,2023-11-03,High
C000462,Bristol,South West,Student,2020-06-26,High
C000463,London,South,Student,2020-11-02,Low
C000464,London,South,Mass,2022-08-02,Medium
C000465,Liverpool,North West,Mass,2023-07-10,Medium
C000466,Leeds,North,Mass,2023-11-03,Medium
C000467,Bristol,South West,Mass,2024-12-08,Low
C000468,London,South,Affluent,2022-01-08,Medium
C000469,Bristol,South West,Mass,2021-01-14,Low
C000470,Bristol,South West,Mass,2019-04-21,Low
C000471,Birmingham,Midlands,Mass,2021-11-25,Low
C000472,Manchester,North,Mass,2023-06-25,Low
C000473,Leeds,North,Student,2019-05-12,Low
C000474,London,South,Business,2020-08-30,Low
C000475,Edinburgh,Scotland,Affluent,2021-04-28,Low
C000476,Leeds,North,Mass,2019-01-04,Low
C000477,Leeds,North,Affluent,2024-09-21,Medium
C000478,Leeds,North,Mass,2020-07-13,Medium
C000479,Edinburgh,Scotland,Affluent,2021-09-01,High
C000480,Manchester,North,Mass,2024-09-19,Low
C000481,Liverpool,North West,Business,2024-01-22,High
C000482,Glasgow,Scotland,Business,2024-05-08,Low
C000483,Leeds,North,Business,2022-09-21,Low
C000484,Edinburgh,Scotland,Student,2020-02-29,Low
C000485,Glasgow,Scotland,Mass,2022-07-29,Low
C000486,Leeds,North,Mass,2020-02-11,Low
C000487,Leeds,North,Mass,2019-07-18,Medium
C000488,Leeds,North,Affluent,2021-05-21,Low
C000489,Bristol,South West,Mass,2021-02-13,Low
C000490,London,South,Mass,2021-08-24,Low
C000491,Edinburgh,Scotland,Business,2020-06-19,Medium
C000492,Edinburgh,Scotland,Student,2021-07-14,High
C000493,Glasgow,Scotland,Mass,2019-09-04,Low
C000494,Liverpool,North West,Business,2021-08-22,Medium
C000495,Birmingham,Midlands,Mass,2023-03-16,Low
C000496,London,South,Business,2023-04-11,Low
C000497,Birmingham,Midlands,Business,2019-02-08,Medium
C000498,Liverpool,North West,Business,2020-10-29,Low
C000499,Leeds,North,Mass,2019-07-05,Medium
C000500,Bristol,South West,Mass,2019-11-05,Low
C000501,Glasgow,Scotland,Business,2018-10-07,Low
C000502,Birmingham,Midlands,Student,2024-01-15,Medium
C000503,Glasgow,Scotland,Mass,2022-08-07,Low
C000504,London,South,Mass,2020-03-25,Medium
C000505,Liverpool,North West,Business,2024-05-13,Low
C000506,Glasgow,Scotland,Mass,2019-12-28,Medium
C000507,Manchester,North,Mass,2023-10-17,Low
C000508,Leeds,North,Mass,2020-07-07,Low
C000509,Leeds,North,Mass,2018-09-04,Low
C000510,Glasgow,Scotland,Mass,2018-03-12,Low
C000511,Liverpool,North West,Mass,2018-01-15,Low
C000512,Manchester,North,Mass,2019-08-23,Low
C000513,Bristol,South West,Student,2019-06-25,Low
C000514,Leeds,North,Mass,2021-01-11,Low
C000515,London,South,Mass,2023-02-25,Low
C000516,Leeds,North,Mass,2020-09-01,Low
C000517,Leeds,North,Business,2023-07-04,Low
C000518,Glasgow,Scotland,Mass,2021-01-23,Low
C000519,Birmingham,Midlands,Student,2023-09-24,Low
